STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,UNIT_MEASURE,Unit of measure,RESOURCE,Resource,SEEA,Stocks and flows,CLASS,Class,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,CLOSING,Closing stock,A,Commercially recoverable resources,2018,,2093.5,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,CLOSING,Closing stock,A,Commercially recoverable resources,2019,,2471.3,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,CLOSING,Closing stock,A,Commercially recoverable resources,2020,,2477.3,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,CLOSING,Closing stock,A,Commercially recoverable resources,2021,,2483.2,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,LEAD,Lead,OPENING,Opening stock,A,Commercially recoverable resources,2013,,0.126,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,LEAD,Lead,OPENING,Opening stock,A,Commercially recoverable resources,2014,,0.116,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,LEAD,Lead,OPENING,Opening stock,A,Commercially recoverable resources,2015,,0.088,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,LEAD,Lead,OPENING,Opening stock,A,Commercially recoverable resources,2016,,0.083,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,LEAD,Lead,OPENING,Opening stock,A,Commercially recoverable resources,2017,,0.04,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,LEAD,Lead,OPENING,Opening stock,A,Commercially recoverable resources,2018,,0.165,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,LEAD,Lead,OPENING,Opening stock,A,Commercially recoverable resources,2019,,0.118,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,LEAD,Lead,OPENING,Opening stock,A,Commercially recoverable resources,2020,,0.203,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,LEAD,Lead,OPENING,Opening stock,A,Commercially recoverable resources,2021,,0.176,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,UP,Upward reappraisals,A,Commercially recoverable resources,2013,,0.654,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,UP,Upward reappraisals,A,Commercially recoverable resources,2014,,0.339,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,UP,Upward reappraisals,A,Commercially recoverable resources,2015,,0.706,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,UP,Upward reappraisals,A,Commercially recoverable resources,2016,,0.498,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,UP,Upward reappraisals,A,Commercially recoverable resources,2017,,0.592,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,UP,Upward reappraisals,A,Commercially recoverable resources,2018,,1.089,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,UP,Upward reappraisals,A,Commercially recoverable resources,2019,,0.255,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,UP,Upward reappraisals,A,Commercially recoverable resources,2020,,0.45,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,UP,Upward reappraisals,A,Commercially recoverable resources,2021,,0.446,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,NICKEL,Nickel,DOWN,Downward reappraisals,A,Commercially recoverable resources,2014,,0.177,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,NICKEL,Nickel,DOWN,Downward reappraisals,A,Commercially recoverable resources,2018,,0.318,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,NICKEL,Nickel,DOWN,Downward reappraisals,A,Commercially recoverable resources,2020,,0.101,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2013,,0.631,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2014,,0.56,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2015,,0.275,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2016,,0.778,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2017,,0.305,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2018,,0.373,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2019,,0.269,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2020,,0.55,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2021,,0.392,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,GOLD,Gold,UP,Upward reappraisals,A,Commercially recoverable resources,2013,,123.4,,0,Units
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,GOLD,Gold,UP,Upward reappraisals,A,Commercially recoverable resources,2014,,81.4,,0,Units
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,GOLD,Gold,UP,Upward reappraisals,A,Commercially recoverable resources,2015,,74.7,,0,Units
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,GOLD,Gold,UP,Upward reappraisals,A,Commercially recoverable resources,2016,,85,,0,Units
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,GOLD,Gold,UP,Upward reappraisals,A,Commercially recoverable resources,2017,,833.6,,0,Units
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,GOLD,Gold,UP,Upward reappraisals,A,Commercially recoverable resources,2018,,210.9,,0,Units
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,GOLD,Gold,UP,Upward reappraisals,A,Commercially recoverable resources,2020,,478.1,,0,Units
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,GOLD,Gold,UP,Upward reappraisals,A,Commercially recoverable resources,2021,,272.5,,0,Units
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2013,,0,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2014,,0,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2015,,0,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2016,,0,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2017,,0,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2018,,0,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2019,,0,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2020,,0,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2021,,0,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,GOLD,Gold,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2013,,0,,0,Units
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,GOLD,Gold,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2014,,0,,0,Units
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,GOLD,Gold,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2015,,0,,0,Units
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,GOLD,Gold,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2016,,0,,0,Units
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,GOLD,Gold,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2017,,0,,0,Units
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,GOLD,Gold,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2018,,0,,0,Units
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,GOLD,Gold,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2019,,0,,0,Units
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,GOLD,Gold,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2020,,0,,0,Units
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,GOLD,Gold,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2021,,0,,0,Units
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,SILVER,Silver,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2013,,0.62,,3,Thousands
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,SILVER,Silver,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2014,,0.472,,3,Thousands
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,SILVER,Silver,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2015,,0.371,,3,Thousands
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,SILVER,Silver,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2016,,0.385,,3,Thousands
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,SILVER,Silver,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2017,,0.366,,3,Thousands
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,SILVER,Silver,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2018,,0.359,,3,Thousands
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,SILVER,Silver,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2019,,0.399,,3,Thousands
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,SILVER,Silver,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2020,,0.325,,3,Thousands
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,SILVER,Silver,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2021,,0.325,,3,Thousands
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,OPENING,Opening stock,A,Commercially recoverable resources,2013,,1995.7,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,OPENING,Opening stock,A,Commercially recoverable resources,2014,,2024.3,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,OPENING,Opening stock,A,Commercially recoverable resources,2015,,1987.1,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,OPENING,Opening stock,A,Commercially recoverable resources,2016,,2118.1,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,OPENING,Opening stock,A,Commercially recoverable resources,2017,,2095.1,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,OPENING,Opening stock,A,Commercially recoverable resources,2018,,2083,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,OPENING,Opening stock,A,Commercially recoverable resources,2019,,2093.5,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,OPENING,Opening stock,A,Commercially recoverable resources,2020,,2471.3,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,OPENING,Opening stock,A,Commercially recoverable resources,2021,,2477.3,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,UP,Upward reappraisals,A,Commercially recoverable resources,2013,,0.318,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,UP,Upward reappraisals,A,Commercially recoverable resources,2014,,0.625,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,UP,Upward reappraisals,A,Commercially recoverable resources,2016,,0.001,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,UP,Upward reappraisals,A,Commercially recoverable resources,2018,,0.674,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,UP,Upward reappraisals,A,Commercially recoverable resources,2019,,0.001,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2013,,0.504,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2014,,0.511,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2015,,0.462,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2016,,0.434,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2017,,0.443,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2018,,0.465,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2019,,0.476,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2020,,0.438,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2021,,0.435,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2013,,0.621,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2014,,0.655,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2015,,0.697,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2016,,0.836,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2017,,0.58,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2018,,0.869,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2019,,0.767,,6,Millions
