STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,INST_TYPE_EDU,Type of educational institution,EDUCATION_LEV,Education level,AGE,Age,SUBJ_TYPE,Subject,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,STATISTICAL_OPERATION,Statistical operation,REF_PERIOD,Reference period,DECIMALS,Decimals
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ISR,Israel,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,INTEND,,1056.87467,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ISR,Israel,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,NCOMPUL,,73.96487,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,COMPUL,,4521,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,INTEND,,4521,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1_2,Primary and lower secondary education (basic education),_Z,Not applicable,COMPUL,,7491,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1_2,Primary and lower secondary education (basic education),_Z,Not applicable,INTEND,,7491,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1_2,Primary and lower secondary education (basic education),_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,COMPUL,,2970,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,INTEND,,2970,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,COMPUL,,1829.61424,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,INTEND,,1829.61424,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,COMPUL,,904.2,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,INTEND,,904.2,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,COMPUL,,990,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,INTEND,,990,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,COMPUL,,914.80712,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,INTEND,,914.80712,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,ITA,Italy,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,COMPUL,,4669.05,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,INTEND,,4669.05,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1_2,Primary and lower secondary education (basic education),_Z,Not applicable,COMPUL,,7337.8,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1_2,Primary and lower secondary education (basic education),_Z,Not applicable,INTEND,,7337.8,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1_2,Primary and lower secondary education (basic education),_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,COMPUL,,2668.75,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,INTEND,,2668.75,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,COMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,INTEND,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,COMPUL,,778.175,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,INTEND,,778.175,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,COMPUL,,889.58333,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,INTEND,,889.58333,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,COMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,INTEND,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,JPN,Japan,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,COMPUL,,3928,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,INTEND,,3928,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1_2,Primary and lower secondary education (basic education),_Z,Not applicable,COMPUL,,6452.5,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1_2,Primary and lower secondary education (basic education),_Z,Not applicable,INTEND,,6452.5,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1_2,Primary and lower secondary education (basic education),_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,COMPUL,,2524.5,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,INTEND,,2524.5,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,COMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,INTEND,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,COMPUL,,654.66667,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,INTEND,,654.66667,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,COMPUL,,841.5,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,INTEND,,841.5,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,COMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,INTEND,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,KOR,Korea,INT_TIME,Instruction time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,NCOMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,LTU,Lithuania,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,COMPUL,,2575.50405,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,LTU,Lithuania,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,INTEND,,2791.50405,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,LTU,Lithuania,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,_Z,Not applicable,NCOMPUL,,216,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,LTU,Lithuania,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1_2,Primary and lower secondary education (basic education),_Z,Not applicable,COMPUL,,7628.36746,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,LTU,Lithuania,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1_2,Primary and lower secondary education (basic education),_Z,Not applicable,INTEND,,8557.4374,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,LTU,Lithuania,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_1_2,Primary and lower secondary education (basic education),_Z,Not applicable,NCOMPUL,,929.06994,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,LTU,Lithuania,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,COMPUL,,5052.86341,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,LTU,Lithuania,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,INTEND,,5765.93335,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,LTU,Lithuania,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,_Z,Not applicable,NCOMPUL,,713.06994,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_IT@DF_EAG_IT_ISCED(1.0),Instruction time in compulsory general education,I,LTU,Lithuania,INT_TIME,Instruction time,H,Hours,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,_Z,Not applicable,COMPUL,,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
